name,pokedex_number,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
Salazzle,758,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,480,68,64,60,111,60,117,45,70,Medium Fast,2,Dragon,Monster,0,20
Stufful,759,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,340,70,75,50,45,50,50,140,70,Medium Fast,1,Field,,50,15
Bewear,760,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,500,120,125,80,55,60,60,70,70,Medium Fast,1,Field,,50,15
Bounsweet,761,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,210,42,30,38,30,38,32,235,70,Medium Slow,1,Grass,,0,20
Steenee,762,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,290,52,40,48,40,48,62,120,70,Medium Slow,1,Grass,,0,20
Tsareena,763,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,510,72,120,98,50,98,72,45,70,Medium Slow,1,Grass,,0,20
Comfey,764,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,485,51,52,90,82,110,100,60,70,Fast,1,Grass,,25,20
Oranguru,765,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76,490,90,60,80,90,110,60,45,70,Slow,1,Field,,50,20
Passimian,766,7,Normal,Teamwork Pokémon,1,Fighting,,2,82.8,490,100,120,90,40,60,80,45,70,Slow,1,Field,,50,20
Wimpod,767,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12,230,25,35,40,20,30,80,90,70,Medium Fast,2,Bug,Water 3,50,20
Golisopod,768,7,Normal,Hard Scale Pokémon,2,Bug,Water,2,108,530,75,125,140,60,90,40,45,70,Medium Fast,2,Bug,Water 3,50,20
Sandygast,769,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,320,55,55,80,70,45,15,140,70,Medium Fast,1,Amorphous,,50,15
Palossand,770,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,480,85,75,110,100,75,35,60,70,Medium Fast,1,Amorphous,,50,15
Pyukumuku,771,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,410,55,60,130,30,130,5,60,70,Fast,1,Water 1,,50,15
Type: Null,772,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,534,95,95,95,95,95,59,3,0,Slow,1,Undiscovered,,,120
Silvally,773,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,570,95,95,95,95,95,95,3,0,Slow,1,Undiscovered,,,120
Minior Meteor Form,774,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40,440,60,60,100,60,100,60,30,70,Medium Slow,1,Mineral,,,25
Minior Core Form,774,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,500,60,100,60,100,60,120,30,70,Medium Slow,1,Mineral,,,25
Komala,775,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,480,65,115,65,75,95,65,45,70,Slow,1,Field,,50,20
Turtonator,776,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2,212,485,60,78,135,91,85,36,70,70,Medium Fast,2,Dragon,Monster,50,20
Togedemaru,777,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,435,65,98,63,40,73,96,180,70,Medium Fast,2,Fairy,Field,50,10
Mimikyu,778,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,476,55,90,80,50,105,96,45,70,Medium Fast,1,Amorphous,,50,20
Bruxish,779,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,475,68,105,70,70,70,92,80,70,Medium Fast,1,Water 2,,50,15
Drampa,780,7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,485,78,60,85,135,91,36,70,70,Medium Fast,2,Dragon,Monster,50,20
Dhelmise,781,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,517,70,131,100,86,90,40,25,70,Medium Fast,1,Mineral,,,25
Jangmo-o,782,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,300,45,55,65,45,45,45,45,70,Slow,1,Dragon,,50,40
Hakamo-o,783,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,420,55,75,90,65,70,65,45,70,Slow,1,Dragon,,50,40
Kommo-o,784,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,600,75,110,125,100,105,85,45,70,Slow,1,Dragon,,50,40
Tapu Koko,785,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,570,70,115,85,95,75,130,3,70,Slow,1,Undiscovered,,,15
Tapu Lele,786,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,570,70,85,75,130,115,95,3,70,Slow,1,Undiscovered,,,15
Tapu Bulu,787,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,570,70,130,115,85,95,75,3,70,Slow,1,Undiscovered,,,15
Tapu Fini,788,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,570,70,75,115,95,130,85,3,70,Slow,1,Undiscovered,,,15
Cosmog,789,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,200,43,29,31,29,31,37,45,0,Slow,1,Undiscovered,,,120
Cosmoem,790,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,400,43,29,131,29,131,37,45,0,Slow,1,Undiscovered,,,120
Solgaleo,791,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,680,137,137,107,113,89,97,45,0,Slow,1,Undiscovered,,,120
Lunala,792,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,680,137,113,89,137,107,97,45,0,Slow,1,Undiscovered,,,120
Nihilego,793,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,570,109,53,47,127,131,103,45,0,Slow,1,Undiscovered,,,120
Buzzwole,794,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,570,107,139,139,53,53,79,45,0,Slow,1,Undiscovered,,,120
Pheromosa,795,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,570,71,137,37,137,37,151,45,0,Slow,1,Undiscovered,,,120
Xurkitree,796,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,570,83,89,71,173,71,83,45,0,Slow,1,Undiscovered,,,120
Celesteela,797,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,570,97,101,103,107,101,61,45,0,Slow,1,Undiscovered,,,120
Kartana,798,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,570,59,181,131,59,31,109,45,0,Slow,1,Undiscovered,,,120
Guzzlord,799,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,570,223,101,53,97,53,43,45,0,Slow,1,Undiscovered,,,120
Necrozma,800,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,600,97,107,101,127,89,79,255,0,Slow,1,Undiscovered,,,120
Dusk Mane Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,680,97,157,127,113,109,77,3,0,Slow,1,Undiscovered,,,120
Dawn Wings Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,680,97,113,109,157,127,77,3,0,Slow,1,Undiscovered,,,120
Ultra Necrozma,800,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,754,97,167,97,167,97,129,3,0,Slow,1,Undiscovered,,,120
Magearna,801,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,600,80,95,115,130,115,65,3,0,Slow,1,Undiscovered,,,120
Marshadow,802,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,600,90,125,80,90,90,125,3,0,Slow,1,Undiscovered,,,120
Poipole,803,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,420,67,73,67,73,67,73,45,0,Slow,1,Undiscovered,,,120
Naganadel,804,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,540,73,73,73,127,73,121,45,0,Slow,1,Undiscovered,,,120
Stakataka,805,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,570,61,131,211,53,101,13,30,0,Slow,1,Undiscovered,,,120
Blacephalon,806,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,570,53,127,53,151,79,107,30,0,Slow,1,Undiscovered,,,120
Zeraora,807,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,600,88,112,75,102,80,143,3,0,Slow,1,Undiscovered,,,120
Meltan,808,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,300,46,65,65,55,35,34,3,,Slow,1,Undiscovered,,,120
Melmetal,809,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,600,135,143,143,80,65,34,3,,Slow,1,Undiscovered,,,120
Grookey,810,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,310,50,65,50,40,40,65,45,,Medium Slow,2,Field,Grass,87.5,20
Thwackey,811,8,Normal,Beat Pokémon,1,Grass,,0.7,14,420,70,85,70,55,60,80,45,,Medium Slow,2,Field,Grass,87.5,20
Rillaboom,812,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,530,100,125,90,60,70,85,45,,Medium Slow,2,Field,Grass,87.5,20
Scorbunny,813,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,310,50,71,40,40,40,69,45,,Medium Slow,2,Field,Human-Like,87.5,20
Raboot,814,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,420,65,86,60,55,60,94,45,,Medium Slow,2,Field,Human-Like,87.5,20
Cinderace,815,8,Normal,Striker Pokémon,1,Fire,,1.4,33,530,80,116,75,65,75,119,45,,Medium Slow,2,Field,Human-Like,87.5,20
Sobble,816,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,310,50,40,40,70,40,70,45,,Medium Slow,2,Field,Water 1,87.5,20
Drizzile,817,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,420,65,60,55,95,55,90,45,,Medium Slow,2,Field,Water 1,87.5,20
Inteleon,818,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,530,70,85,65,125,65,120,45,,Medium Slow,2,Field,Water 1,87.5,20
Skwovet,819,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,275,70,55,55,35,35,25,255,,Medium Fast,1,Field,,50,20
Greedent,820,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,460,120,95,95,55,75,20,90,,Medium Fast,1,Field,,50,20
Rookidee,821,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,245,38,47,35,33,35,57,255,,Medium Slow,1,Flying,,50,15
Corvisquire,822,8,Normal,Raven Pokémon,1,Flying,,0.8,16,365,68,67,55,43,55,77,120,,Medium Slow,1,Flying,,50,15
Corviknight,823,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,495,98,87,105,53,85,67,45,,Medium Slow,1,Flying,,50,15
Blipbug,824,8,Normal,Larva Pokémon,1,Bug,,0.4,8,180,25,20,20,25,45,45,255,,Medium Fast,1,Bug,,50,15
Dottler,825,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,335,50,35,80,50,90,30,120,,Medium Fast,1,Bug,,50,15
Orbeetle,826,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,505,60,45,110,80,120,90,45,,Medium Fast,1,Bug,,50,15
Nickit,827,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,245,40,28,28,47,52,50,255,,Fast,1,Field,,50,15
Thievul,828,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,455,70,58,58,87,92,90,127,,Fast,1,Field,,50,15
Gossifleur,829,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,250,40,40,60,40,60,10,190,,Medium Fast,1,Grass,,50,20
Eldegoss,830,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,460,60,50,90,80,120,60,75,,Medium Fast,1,Grass,,50,20
Wooloo,831,8,Normal,Sheep Pokémon,1,Normal,,0.6,6,270,42,40,55,40,45,48,255,,Medium Fast,1,Field,,50,15
Dubwool,832,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,490,72,80,100,60,90,88,127,,Medium Fast,1,Field,,50,15
Chewtle,833,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,284,50,64,50,38,38,44,255,,Medium Fast,2,Monster,Water 1,50,20
Drednaw,834,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,485,90,115,90,48,68,74,75,,Medium Fast,2,Monster,Water 1,50,20
Yamper,835,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,270,59,45,50,40,50,26,255,,Fast,1,Field,,50,20
Boltund,836,8,Normal,Dog Pokémon,1,Electric,,1,34,490,69,90,60,90,60,121,45,,Fast,1,Field,,50,20
Rolycoly,837,8,Normal,Coal Pokémon,1,Rock,,0.3,12,240,30,40,50,40,50,30,255,,Medium Slow,1,Mineral,,50,15
Carkol,838,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,410,80,60,90,60,70,50,120,,Medium Slow,1,Mineral,,50,15
Coalossal,839,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,510,110,80,120,80,90,30,45,,Medium Slow,1,Mineral,,50,15
Applin,840,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,260,40,40,80,40,40,20,255,,Erratic,2,Dragon,Grass,50,20
Flapple,841,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,485,70,110,80,95,60,70,45,,Erratic,2,Dragon,Grass,50,20
Appletun,842,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,485,110,85,80,100,80,30,45,,Erratic,2,Dragon,Grass,50,20
Silicobra,843,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,315,52,57,75,35,50,46,255,,Medium Fast,2,Dragon,Field,50,20
Sandaconda,844,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,510,72,107,125,65,70,71,120,,Medium Fast,2,Dragon,Field,50,20
Cramorant,845,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,475,70,85,55,85,95,85,45,,Medium Fast,2,Flying,Water 1,50,20
Arrokuda,846,8,Normal,Rush Pokémon,1,Water,,0.5,1,280,41,63,40,40,30,66,255,,Slow,1,Water 2,,50,20
Barraskewda,847,8,Normal,Skewer Pokémon,1,Water,,1.3,30,490,61,123,60,60,50,136,60,,Slow,1,Water 2,,50,20
Toxel,848,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11,242,40,38,35,54,35,40,75,,Medium Slow,1,Undiscovered,,50,25
Toxtricity Low Key Form,849,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,502,75,98,70,114,70,75,45,,Medium Slow,1,Human-Like,,50,25
Toxtricity Amped Form,849,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,502,75,98,70,114,70,75,45,,Medium Slow,1,Human-Like,,50,25
Sizzlipede,850,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1,305,50,65,45,50,50,45,190,,Medium Fast,1,Bug,,50,20
Centiskorch,851,8,Normal,Radiator Pokémon,2,Fire,Bug,3,120,525,100,115,65,90,90,65,75,,Medium Fast,1,Bug,,50,20
Clobbopus,852,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4,310,50,68,60,50,50,32,180,,Medium Slow,2,Human-Like,Water 1,50,25
Grapploct,853,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39,480,80,118,90,70,80,42,45,,Medium Slow,2,Human-Like,Water 1,50,25
Sinistea,854,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,308,40,45,45,74,54,50,120,,Medium Fast,2,Amorphous,Mineral,,20
Polteageist,855,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,508,60,65,65,134,114,70,60,,Medium Fast,2,Amorphous,Mineral,,20
Hatenna,856,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,265,42,30,45,56,53,39,235,,Slow,1,Fairy,,0,20
Hattrem,857,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,370,57,40,65,86,73,49,120,,Slow,1,Fairy,,0,20
Hatterene,858,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5,510,57,90,95,136,103,29,45,,Slow,1,Fairy,,0,20
Impidimp,859,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,265,45,45,30,55,40,50,255,,Medium Fast,2,Fairy,Human-Like,100,20
Morgrem,860,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,370,65,60,45,75,55,70,120,,Medium Fast,2,Fairy,Human-Like,100,20
Grimmsnarl,861,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,510,95,120,65,95,75,60,45,,Medium Fast,2,Fairy,Human-Like,100,20
Obstagoon,862,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46,520,93,90,101,60,81,95,45,,Medium Fast,1,Field,,50,15
Perrserker,863,8,Normal,Viking Pokémon,1,Steel,,0.8,28,440,70,110,100,50,60,50,90,,Medium Fast,1,Field,,50,20
Cursola,864,8,Normal,Coral Pokémon,1,Ghost,,1,0.4,510,60,95,50,145,130,30,30,,Fast,2,Water 1,Water 3,25,20
Sirfetch'd,865,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117,507,62,135,95,68,82,65,45,,Medium Fast,2,Field,Flying,50,20
Mr. Rime,866,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,520,80,85,75,110,100,70,45,,Medium Fast,1,Human-Like,,50,25
Runerigus,867,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,483,58,95,145,50,105,30,90,,Medium Fast,2,Amorphous,Mineral,50,25
Milcery,868,8,Normal,Cream Pokémon,1,Fairy,,0.2,0.3,270,45,40,40,50,61,34,200,,Medium Fast,2,Amorphous,Fairy,0,20
Alcremie,869,8,Normal,Cream Pokémon,1,Fairy,,0.3,0.5,495,65,60,75,110,121,64,100,,Medium Fast,2,Amorphous,Fairy,0,20
Falinks,870,8,Normal,Formation Pokémon,1,Fighting,,3,62,470,65,100,100,70,60,75,45,,Medium Fast,2,Fairy,Mineral,,25
Pincurchin,871,8,Normal,Sea Urchin Pokémon,1,Electric,,0.3,1,435,48,101,95,91,85,15,75,,Medium Fast,2,Amorphous,Water 1,50,20
Snom,872,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,185,30,25,35,45,30,20,190,,Medium Fast,1,Bug,,50,20
Frosmoth,873,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42,475,70,65,60,125,90,65,75,,Medium Fast,1,Bug,,50,20
Stonjourner,874,8,Normal,Big Rock Pokémon,1,Rock,,2.5,520,470,100,125,135,20,20,70,60,,Slow,1,Mineral,,50,25
Eiscue Ice Face,875,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,470,75,80,110,65,90,50,60,,Slow,2,Field,Water 1,50,25
Eiscue Noice Face,875,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,470,75,80,70,65,50,130,60,,Slow,2,Field,Water 1,50,25
Indeedee Male,876,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,475,60,65,55,105,95,95,30,,Fast,1,Fairy,,100,40
Indeedee Female,876,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,475,70,55,65,95,105,85,30,,Fast,1,Fairy,,0,40
Morpeko Full Belly Mode,877,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,436,58,95,58,70,58,97,180,,Medium Fast,2,Fairy,Field,50,10
Morpeko Hangry Mode,877,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,436,58,95,58,70,58,97,,,Medium Fast,2,Fairy,Field,50,10
Cufant,878,8,Normal,Copperderm Pokémon,1,Steel,,1.2,100,330,72,80,49,40,49,40,190,,Medium Fast,2,Field,Mineral,50,25
Copperajah,879,8,Normal,Copperderm Pokémon,1,Steel,,3,650,500,122,130,69,80,69,30,90,,Medium Fast,2,Field,Mineral,50,25
Dracozolt,880,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190,505,90,100,90,80,70,75,45,,Slow,1,Undiscovered,,,35
Arctozolt,881,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150,505,90,100,90,90,80,55,45,,Slow,1,Undiscovered,,,35
Dracovish,882,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215,505,90,90,100,70,80,75,45,,Slow,1,Undiscovered,,,35
Arctovish,883,8,Normal,Fossil Pokémon,2,Water,Ice,2,175,505,90,90,100,80,90,55,45,,Slow,1,Undiscovered,,,35
Duraludon,884,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40,535,70,95,115,120,50,85,45,,Medium Fast,2,Dragon,Mineral,50,30
Dreepy,885,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2,270,28,60,30,40,30,82,45,,Slow,2,Amorphous,Dragon,50,40
Drakloak,886,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11,410,68,80,50,60,50,102,45,,Slow,2,Amorphous,Dragon,50,40
Dragapult,887,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3,50,600,88,120,75,100,75,142,45,,Slow,2,Amorphous,Dragon,50,40
Zacian Crowned Sword,888,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355,720,92,170,115,80,115,148,10,,Slow,1,Undiscovered,,,120
Zacian Hero of Many Battles,888,8,Legendary,Warrior Pokémon,1,Fairy,,2.8,110,670,92,130,115,80,115,138,,,Slow,1,Undiscovered,,,120
Zamazenta Crowned Shield,889,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785,720,92,130,145,80,145,128,10,,Slow,1,Undiscovered,,,120
Zamazenta Hero of Many Battles,889,8,Legendary,Warrior Pokémon,1,Fighting,,2.9,210,670,92,130,115,80,115,138,,,Slow,1,Undiscovered,,,120
Eternatus,890,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20,950,690,140,85,95,145,95,130,255,,Slow,1,Undiscovered,,,120
Eternatus Eternamax,890,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,100,,1125,255,115,250,125,250,130,,,Slow,1,Undiscovered,,,120
Kubfu,891,8,Sub Legendary,Wushu Pokémon,1,Fighting,,0.6,12,385,60,90,60,53,50,72,3,,Slow,1,Undiscovered,,87.5,120
Urshifu Single Strike Style,892,8,Sub Legendary,Wushu Pokémon,2,Fighting,Dark,1.9,105,550,100,130,100,63,60,97,3,,Slow,1,Undiscovered,,87.5,120
Urshifu Rapid Strike Style,892,8,Sub Legendary,Wushu Pokémon,2,Fighting,Water,1.9,105,550,100,130,100,63,60,97,3,,Slow,1,Undiscovered,,,120
Zarude,893,8,Mythical,Rogue Monkey Pokémon,2,Dark,Grass,1.8,70,600,105,120,105,70,95,105,3,,Slow,1,Undiscovered,,,120
Regieleki,894,8,Sub Legendary,Elektron Pokémon,1,Electric,,1.2,145,580,80,100,50,100,50,200,3,,Slow,1,Undiscovered,,,120
Regidrago,895,8,Sub Legendary,Dragon Orb Pokémon,1,Dragon,,2.1,200,580,200,100,50,100,50,80,3,,Slow,1,Undiscovered,,,120
Glastrier,896,8,Sub Legendary,Wild Horse Pokémon,1,Ice,,2.2,800,580,100,145,130,65,110,30,3,,Slow,1,Undiscovered,,,120
Spectrier,897,8,Sub Legendary,Swift Horse Pokémon,1,Ghost,,2,44.5,580,100,65,60,145,80,130,3,,Slow,1,Undiscovered,,,120
Calyrex,898,8,Legendary,King Pokémon,2,Psychic,Grass,1.1,7.7,500,100,80,80,80,80,80,3,,Slow,1,Undiscovered,,,120
Calyrex Ice Rider,898,8,Legendary,High King Pokémon,2,Psychic,Ice,2.4,809.1,680,100,165,150,85,130,50,3,,Slow,1,Undiscovered,,,120
Calyrex Shadow Rider,898,8,Legendary,High King Pokémon,2,Psychic,Ghost,2.4,53.6,680,100,85,80,165,100,150,3,,Slow,1,Undiscovered,,,120
